id,name,picture_url
1011214,Alexa Mendez,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009497,Alexander Pierce,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1014990,Alice,http://i.annihil.us/u/prod/marvel/i/mg/6/70/4cd061e6d6573.jpg
1009435,Alicia Masters,http://i.annihil.us/u/prod/marvel/i/mg/b/40/4c003d40ac7ae.jpg
1010370,Alpha Flight,http://i.annihil.us/u/prod/marvel/i/mg/1/60/52695277ee088.jpg
1011324,Alpha Flight (Ultimate),http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011164,Alvin Maker,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011227,Amadeus Cho,http://i.annihil.us/u/prod/marvel/i/mg/3/80/520288b9cb581.jpg
1009567,Amanda Sefton,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011382,Amazoness,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011361,American Eagle (Jason Strongbow),http://i.annihil.us/u/prod/marvel/i/mg/f/80/4ce5a6d8b8f2a.jpg
1009151,Amiko,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010672,Amora,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010673,Amphibian (Earth-712),http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010905,Amun,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009152,Ancient One,http://i.annihil.us/u/prod/marvel/i/mg/b/b0/4ce59ea2103ac.jpg
1016824,Ancient One (Ultimate),http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011684,Angel (Angel Salvadore),http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011396,Angel (Thomas Halloway),http://i.annihil.us/u/prod/marvel/i/mg/d/03/531769834b15f.jpg
1011338,Angel (Ultimate),http://i.annihil.us/u/prod/marvel/i/mg/4/50/531769ae4399f.jpg
1009153,Angel (Warren Worthington III),http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1017574,Angela (Aldrif Odinsdottir),http://i.annihil.us/u/prod/marvel/i/mg/7/00/545a82f59dd73.jpg
1010674,Anita Blake,http://i.annihil.us/u/prod/marvel/i/mg/2/a0/4c0038fa14452.jpg
1009346,Anne Marie Hoag,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009154,Annihilus,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/528d31f20a2f6.jpg
1011301,Anole,http://i.annihil.us/u/prod/marvel/i/mg/9/20/4c002e635ddd9.jpg
1010802,Ant-Man (Eric O'Grady),http://i.annihil.us/u/prod/marvel/i/mg/9/c0/53176aa9df48d.jpg
1009155,Ant-Man (Hank Pym),http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010801,Ant-Man (Scott Lang),http://i.annihil.us/u/prod/marvel/i/mg/e/20/52696868356a0.jpg
1011208,Anthem,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009156,Apocalypse,http://i.annihil.us/u/prod/marvel/i/mg/f/e0/526166076a1d0.jpg
1011253,Apocalypse (Ultimate),http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010866,Aqueduct,http://i.annihil.us/u/prod/marvel/i/mg/5/50/4c0035b3630cd.jpg
1010773,Arachne,http://i.annihil.us/u/prod/marvel/i/mg/b/70/5269526591794.jpg
1017438,Araña,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009158,Arcade,http://i.annihil.us/u/prod/marvel/i/mg/2/a0/4c0042091ab69.jpg
1010686,Arcana,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009159,Archangel,http://i.annihil.us/u/prod/marvel/i/mg/8/03/526165ed93180.jpg
1009160,Arclight,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/4c0042067fd8b.jpg
1010784,Ares,http://i.annihil.us/u/prod/marvel/i/mg/c/10/535ff3daea603.jpg
1011275,Argent,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011012,Armadillo,http://i.annihil.us/u/prod/marvel/i/mg/2/40/4c0032754da02.jpg
1011298,Armor (Hisako Ichiki),http://i.annihil.us/u/prod/marvel/i/mg/9/20/4c002e6cbf990.jpg
1010827,Armory,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009740,Arnim Zola,http://i.annihil.us/u/prod/marvel/i/mg/8/b0/4c00393a4cb7c.jpg
1010748,Arsenic,http://i.annihil.us/u/prod/marvel/i/mg/8/c0/4c00359a2be7b.jpg
1009161,Artiee,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010718,Asgardian,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009162,Askew-Tronics,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010835,Asylum,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010336,Atlas (Team),http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011758,Attuma,http://i.annihil.us/u/prod/marvel/i/mg/9/90/4ce5a862a6c48.jpg
1009163,Aurora,http://i.annihil.us/u/prod/marvel/i/mg/f/10/4c004203f1072.jpg
1009164,Avalanche,http://i.annihil.us/u/prod/marvel/i/mg/f/10/4c0042010d383.jpg
1009165,Avengers,http://i.annihil.us/u/prod/marvel/i/mg/9/20/5102c774ebae7.jpg
1015239,Avengers (Ultimate),http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011766,Azazel (Mutant),http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
